ID|word|meaning
7852 | pathos | n.  痛苦， 感伤； 悲悯， 同情
7853 | irk | v.  使厌倦； 使苦恼
7854 | mitigate | v.  减轻
7855 | succinct | adj.  简洁的
7856 | reconciliation | n.  和解， 调和， 和谐一致
7857 | disdain | n.  轻蔑
7858 | stratum | n. 岩层；地层
7859 | overt | adj.  公然的
7860 | invasion | n.  侵入， 侵略
7861 | precedent | n.  先例， 范例， 惯例
7862 | dissect | v.  解剖； 仔细研究
7863 | pulley | n.  滑轮
7864 | concordant | adj.  协调的； 一致的
7865 | loquacious | adj.  多话的
7866 | malaise | n.  不舒服
7867 | scour | v.  擦洗； 冲刷
7868 | persuasive | adj.  善说服的
7869 | inculpable | adj.  无罪的
7870 | numeration | n.  计算， 编号
7871 | centenary | adj.  百年的 n. 百年
7872 | rural | adj.  农村的
7873 | demise | n.  死亡
7874 | acclaim | v.  欢呼， 称赞； 欢呼着同意 n. 称赞，欢迎
7875 | laxative | adj.  通便的
7876 | pandemic | adj.  大范围流行的
7877 | languor | n.  身心疲惫
7878 | acid | n.  酸
7879 | transmission | n.  播送， 发射； 传动， 传送， 传播， 传染
7880 | paroxysm | n.  发作； 突发
7881 | negligence | n.  疏忽
7882 | dubious | adj.  有问题的， 靠不住的；  怀疑的； 犹豫不决的； 半信半疑的， 可疑的
7883 | intuition | n.  直觉
7884 | swift | adj.  快速的， 敏捷的
7885 | ductile | adj.  易延展的； 易教导的
7886 | add | v.  加
7887 | liquidate | v.  清算
7888 | accede | vi.  同意； 即位， 继任
7889 | ratify | v.  批准
7890 | effulgence | n.  光辉， 灿烂
7891 | vivify | v.  给予生气， 使复生； 使生动， 使活跃
7892 | abstemious | adj.  有节制的  ； 节约的
7893 | amend | v.  修改， 修正
7894 | finite | adj.  有限的；  限定的
7895 | carbon | monoxide	 n. 一氧化碳
7896 | constructive | adj.  建设性的
7897 | propitious | adj.  吉利的； 顺利的
7898 | tantrum | n.  发脾气
7899 | nullify | v.  使无效
7900 | benevolent | adj.  慈善的
7901 | ado | n.  纷扰； 忙乱
7902 | purloin | v.  偷窃， 盗取
7903 | fusion | n.  融熔
7904 | carnivore | n.  食肉动物
7905 | pharmacy | n.  药房； 药剂学； 配药业， 制药业
7906 | upheave | v.  举起， 推上去使上升， 隆起
7907 | adjustment | n.  调节
7908 | rationalization | n.  合理化
7909 | reproductive | system	 [解剖] 生殖系统；繁殖方式
7910 | treachery | n.  背叛， 反叛
7911 | aborigine | n.  土著居民
7912 | benevolence | n.  仁爱心； 善行
7913 | disinfect | v.  消毒
7914 | expiate | v.  赎罪； 补偿
7915 | perjure | v.  发假誓， 作伪证
7916 | grandeur | n.  庄严， 宏伟， 壮观
7917 | laser | n.  激光； 激光器
7918 | mixture | n.  混合物
7919 | scope | n.   范围； 机会， 余地
7920 | stratify | vt.  使成层， 使分层； 使形成阶层
7921 | archaeology | n.  考古学
7922 | enumerate | v.  数， 点； 枚举， 列举
7923 | morale | n.  士气， 民心
7924 | expatriate | v.  逐出国外
7925 | estrange | v.  疏远
7926 | embrace | v.  拥抱； 包含
7927 | intersect | v.  直线相交
7928 | breech | n.  臀部
7929 | assailant | n.  攻击者
7930 | nitrogen | n.  氮
7931 | judicious | adj.  明智的； 审慎的
7932 | denude | v.  使裸露； 剥夺
7933 | vermin | n.  害虫， 害兽， 寄生虫
7934 | modify | vt.  更改， 修改， 改造， 修饰
7935 | steadfast | adj.  稳定的； 坚定的， 忠实的
7936 | effusive | adj.  过分热情的
7937 | mariner | n.  水手
7938 | villainous | adj.  恶毒的， 缺德的
7939 | detest | v.  厌恶， 憎恨
7940 | exempt | adj.  被免除  的， 被豁免的 vt. 免除，豁免
7941 | theorize | v.  建立理论， 理论化
7942 | reservoir | n.  水库， 蓄水池
7943 | fawn | v.  奉承， 讨好
7944 | albeit | conj.  虽然
7945 | aesthetic | adj.  美学的， 艺术的； 审美的
7946 | incongruous | adj.  不调和的； 不适宜的
7947 | tendency | n.  趋向， 趋势
7948 | furbish | v.  擦亮； 磨光
7949 | caption | n. 标题 vt.  加上标题； 加上说明
7950 | arithmetic | n.  算术
7951 | knighthood | n.  骑士身份， 骑士风格， 侠义精神
7952 | variation | n.  变化， 变动； 变种， 变异
7953 | subconscious | adj.  下意识的
7954 | carbohydrate | n.  糖类
7955 | chateau | n.  城堡； 别墅
7956 | codicil | n.  遗嘱的附录； 附录
7957 | eject | v.  喷射， 排出； 驱逐
7958 | defect | n.  缺陷
7959 | odds | n.  事物发生的可能性， 机会
7960 | acme | n.  顶点， 顶端
7961 | casual | adj.  偶然的； 临时的
7962 | incomprehensible | adj.  不能理解的
7963 | rebut | v.  反驳； 揭穿
7964 | morass | n.  沼泽； 困境
7965 | rhombus | n.  菱形
7966 | telepathy | n.  心灵感应， 感应
7967 | captious | adj.  吹毛求疵的； 挑剔的
7968 | frenetic | adj.  发狂的； 狂热的
7969 | nonchalant | adj.  冷淡的
7970 | shrubbery | n.  灌木林
7971 | script | n.  剧本， 广播稿； 文字体系； 笔迹， 手迹
7972 | guise | n.  外观， 装束； 伪装， 假装
7973 | likelihood | n.  可能， 可能性
7974 | reactionary | adj.  反作用的， 反动的
7975 | imprudent | adj.  不谨慎的； 轻率的
7976 | drastic | adj.  激烈的；  猛烈的
7977 | venial | adj.  可宽恕的
7978 | innovate | vi.  革新， 创新
7979 | vaporization | n.  蒸发
7980 | accommodate | v.  留宿， 收容； 供应， 供给； 调和， 适应
7981 | tenacity | n.  坚韧
7982 | protagonist | n.  领导者； 积极参加者
7983 | assertion | n.  主张； 断言， 声明
7984 | prevaricate | v.  支吾； 说谎
7985 | outcome | n.  结果， 成果
7986 | polar | adj.  地极的， 近地极的； 磁极的
7987 | synthesis | n.  综合； 合成
7988 | advertiser | n.  登广告者； 广告客户
7989 | cryptic | adj.  秘密的， 含义模糊的
7990 | circumspect | adj.  慎重的； 周到的
7991 | synopsis | n.  大纲
7992 | meditate | v. 沉思，冥想；反省；考虑；策划 vt.  内心策划
7993 | tribulation | n.  苦难， 磨难
7994 | prototype | n.  原型； 标准； 模范
7995 | demographic | adj.  人口统计学的
7996 | recollect | v.  回忆， 想起， 记起
7997 | acne | n.  【医】痤疮， 粉刺
7998 | altercation | n.  争论， 口角
7999 | cite | v.  引用， 引证
8000 | acquaintance | n.  相识， 熟人
8001 | atom | n.  原子
8002 | bethink | v.  想起
8003 | infamous | adj.  声名狼藉的
8004 | prosaic | adj.  散文的， 散文体的； 乏味的， 平凡的
8005 | fledgling | n.  羽毛初长的雏鸟， 刚会飞的幼鸟； 无经验的人
8006 | precision | n.  准确， 精确； 精确度
8007 | viceroy | n.  总督
8008 | assertive | adj.  断言的， 肯定的
8009 | larvae | n.  幼虫
8010 | tolerable | adj.  可容忍的； 可以的， 尚好的
8011 | body | n.  物体
8012 | mode | n.  众数
8013 | elapse | vi.   消逝， 流逝
8014 | symmetry | n.  对称  ； 匀称， 整齐
8015 | acrimony | n.  刻毒； 讽刺； 毒辣
8016 | nemesis | n.  报应； 复仇女神
8017 | retouch | v.  润饰
8018 | buffer | n.  缓冲器
8019 | bristle | v.   竖起； 发怒 n. 刚毛，猪鬃
8020 | complement | n. 补足物 vt.  补助， 补足
8021 | qualify | v.   具有资格， 证明合格； 限制， 限定； 修饰
8022 | abhorrence | n.  痛恨， 憎恶
8023 | adhere | v.  黏附， 胶着； 坚持
8024 | vapid | adj.  索然乏味的
8025 | sediment | n.  沉淀物， 沉积物
8026 | tremulous | adj.  震颤的； 颤抖的
8027 | unit | n.  单位
8028 | panorama | n.  全景； 概括， 综述
8029 | contemporary | adj.  现代的， 当代的； 同时代的
8030 | substantive | adj.  独立存在的； 真实的， 有实质的； 大量的， 巨额的
8031 | scowl | v.  皱眉头
8032 | vermicide | n.  驱虫剂， 打虫药
8033 | mock | v. 嘲笑，讥笑 adj. 仿制的，假装的；模拟的，演习的 n.  模拟考试
8034 | archipelago | n.  群岛； 多岛屿的海
8035 | territorial | adj.  领土的
8036 | sensor | n.  传感器
8037 | cathode | n.  阴极
8038 | credence | n.  信用， 信任
8039 | facilitate | v.  使变得  容易， 使便利
8040 | rob | v.  抢夺， 抢掠； 剥夺
8041 | verdant | adj.  翠绿的， 青翠的； 生疏的， 没有经验的
8042 | accession | n.  就职； 添加物， 增加物
8043 | buoyancy | n.  浮性
8044 | rebellious | adj.  谋反的， 反叛的； 反抗的； 难控制的
8045 | tacit | adj.  默许的
8046 | demagoguery | n.  煽动群众者
8047 | ration | v.  配给， 分发， 实行定量配给 n. 定量，配给量；定量配给
8048 | predict | v.  预言， 预测， 预告
8049 | linchpin | n.  关键
8050 | undermine | v.  暗中破坏， 逐渐削弱； 侵蚀…的基础
8051 | gloaming | n.  黄昏；薄暮
8052 | subjective | adj.  主观的
8053 | radical | adj. 基本的，重要的；激进的，极端的；根本的 n.  根号， 根式
8054 | blunt | adj.  钝的； 不敏感的； 坦诚的， 直率的
8055 | contingent | adj.  可能发生的
8056 | hoary | adj.   灰白的； 古老的， 古色古香的
8057 | reck | v.  顾虑
8058 | minute | adj.  微小的 n. 分，分钟；笔记；会议记录 vt. 记录，摘要
8059 | analogy | n.  比拟， 类比
8060 | acerbity | n.  涩， 酸； 刻薄
8061 | transcendent | adj.  卓越的， 出众的
8062 | redolent | adj.  芬芳的
8063 | milestone | n.  里程碑， 里程标； 重要事件， 转折点
8064 | productive | adj.  生产  的； 能产的， 多产的
8065 | reliant | adj.  信赖的， 依靠的
8066 | outburst | n.   爆发， 突发
8067 | hypothesis | n.  假说， 假设， 前提
8068 | collapse | v.  倒塌， 崩溃； 虚脱
8069 | profuse | adj.  极其丰富的； 奢侈的
8070 | comprehend | v.  理解， 了解
8071 | multiplicity | n.  多样性
8072 | synchronous | adj.  同时的
8073 | paraphrase | v.  解释， 释义
8074 | battalion | n.  军营； 军队
8075 | ribaldry | n.  下流， 下流的话
8076 | bronchus | n.  【解】 支气管
8077 | altar | n.  祭坛，  圣坛；  讲坛
8078 | protein | n.  蛋白质
8079 | modicum | n.  少量， 一点点
8080 | immune | system	 n. 〔身体的〕免疫系统
8081 | annual | adj.  一年一次的， 每年的； 一年生的 n. 一年生植物；年刊，年鉴
8082 | exclusive | adj.  专有的， 独占的； 除外的， 排他的
8083 | demur | v.  犹豫不决
8084 | sequacious | adj.  盲从的
8085 | poverty | n.  贫穷； 缺少， 贫乏， 不足；  贫瘠
8086 | dwindle | v.  减少； 缩小
8087 | perplexing | adj.  复杂的， 令人困惑的
8088 | tarnish | v.  失去光泽
8089 | inchoate | adj.  未形成的， 不完全的， 早期的
8090 | testament | n.  作为确实的证据或实证的事物； 遗嘱
8091 | mount | v. 登上，爬上；安装，装配，固定，镶嵌 n.  支架， 底座， 底板； 山峰
8092 | acquiesce | vi.  默许， 勉强同意
8093 | auspice | n.  预兆， 吉兆；  占卜； 赞助； 支持
8094 | hodgepodge | n.  大杂烩
8095 | telescope | v.  压缩 n. 望远镜
8096 | requital | n.  报酬； 报复
8097 | aqueous | adj.  水的； 水般的
8098 | photography | n.  照相术
8099 | accuse | v.  控告， 谴责， 非难
8100 | visceral | adj.  内脏的； 出自内心的
8101 | accentuate | v.  着重强调
8102 | autocracy | n.  独裁政治； 独裁政府
8103 | mutilate | v.  毁伤
8104 | forthright | adj.  直率的； 径直的
8105 | voluptuous | adj.  性感的； 纵欲的
8106 | impotent | adj.  无力的， 虚弱的； 无效的
8107 | algebra | n.  代数学
8108 | aristocracy | n.  贵族； 贵族政府； 贵族统治
8109 | espouse | v.  嫁娶； 支持， 赞成
8110 | inspiring | adj.  灌输的； 鼓舞的
8111 | acquire | vt.  取得， 获得； 学到
8112 | fertile | adj.  肥沃的， 富饶的； 能繁殖的
8113 | diversity | n.  差异； 多样性
8114 | arc | n.  弧， 圆周的任意一段
8115 | auricular | n.  耳的； 耳状的
8116 | dividend | n.  被除数
8117 | abstruse | adj.  奥妙的， 深奥的
8118 | retard | v.  延迟， 使减速
8119 | esteem | n. 尊敬，敬重 v. 尊敬，敬重
8120 | acclivity | n.  向上的斜坡
8121 | outweigh | v.   超过
8122 | obfuscate | v.  使模糊； 使混乱
8123 | decimal | point	 n.  小数点
8124 | vociferate | v.  大叫， 喊叫
8125 | antemundane | adj.  世界形成以前的
8126 | collagen | n.  胶原蛋白
8127 | miserly | adj.  吝啬的， 贪婪的
8128 | empower | v.  授权， 准许
8129 | suppress | v.  镇压， 压制； 抑制， 忍住
8130 | ownership | n.  所有 ， 所有制
8131 | tumor | n.  肿瘤
8132 | ossify | v.  使骨化； 使硬化
8133 | fulsome | adj.   因过分而显得可厌的
8134 | serene | adj.  安定的， 没有风波的； 沉着的， 沉静的， 安详的
8135 | fabulous | adj.  极好的， 极妙的； 寓言般的， 神话般的； 惊人的， 难以置信的
8136 | dilemma | n.   窘境， 困境
8137 | solace | v.  安慰； 平息； 抚慰
8138 | belated | adj.  误期的； 迟来的
8139 | rue | v.  后悔， 懊悔
8140 | seditious | adj.  煽动的； 煽动叛变的
8141 | disregard | v.  不理， 不顾； 蔑视
8142 | lifetime | n.  一生， 终身
8143 | cant | v.  使倾斜； 倾斜 n. 伪善之言；隐语，行话；斜面
8144 | enact | v.  制定法律， 颁布
8145 | indiscreet | adj.  不慎重的， 轻率的
8146 | treacherous | adj.  背叛的， 背信弃义的
8147 | scrutinize | v.  细察
8148 | extinguish | v.  熄灭 ， 消灭， 扑灭； 结束； 使失色， 使黯然
8149 | aeronautics | n.  航空学； 航空术
8150 | vulnerable | adj.  易受伤害的， 易受攻击的
8151 | affiliation | n.   隶属关系； 隶属， 从属
8152 | defraud | v.  欺骗
8153 | molt | v.  脱毛；换毛
8154 | subjugate | v.  征服， 镇压
8155 | piteous | adj.  哀怨的， 可怜的
8156 | donate | v.  捐赠， 赠送
8157 | deplete | v.  耗尽； 使衰竭
8158 | recurrent | adj.  再发生的， 周期性发生的， 循环的
8159 | bonanza | n.  富矿带； 致富之源， 幸运
8160 | egregious | adj.  异乎寻常的； 震惊的； 极坏的
8161 | sanguine | adj.  血红的； 红润的； 乐观的， 怀有希望的
8162 | bole | n.  树干， 树身
8163 | significant | adj.  有意义的， 意味深长的； 重要的， 重大的； 非偶然的
8164 | consecrate | v.  用作祭祀， 献给， 使神圣
8165 | complaisant | adj.  彬彬有礼的， 殷勤的； 柔顺的
8166 | derisive | adj.  嘲笑的， 可付之一笑的
8167 | catalogue | n.  目录； 目录册
8168 | glycerol | n.  甘油
8169 | agitation | n.  煽动； 搅动； 使不安
8170 | overlap | v.  部分重叠， 部分搭交
8171 | debase | vt.  降低， 贬损
8172 | assassinate | vt.  暗杀， 行刺； 中伤
8173 | forbearance | n.  自制， 忍耐
8174 | complaisance | n.  彬彬有礼； 殷勤
8175 | boon | n.  恩惠； 实惠； 利益
8176 | distance | n.  距离
8177 | abstain | vi.  禁绝， 放弃
8178 | absence | n.  不在场， 缺席； 缺乏， 没有
8179 | malicious | adj.  怀恶意的， 恶毒的
8180 | vigilance | n.  警戒； 警惕
8181 | surrogate | n.  代理者； 代用品
8182 | outrageous | adj.  蛮横的， 残暴的； 无耻的， 可恶的
8183 | solicitous | adj.  热切的； 期望的
8184 | analogous | adj.  类似的， 相似的； 可比拟的
8185 | abbreviate | v.  缩写， 缩短， 简化
8186 | anticlimax | n.  突降法， 突减； 虎头蛇尾
8187 | equivocate | v.  说模棱两可的话； 支吾
8188 | adherent | n.  信徒， 追随者， 拥护者
8189 | lavish | adj.  非常大方的； 过分丰富的； 浪费的
8190 | grimy | adj.  污秽的
8191 | approbation | n.  官方批准； 认可， 嘉许
8192 | clarification | n.  澄清
8193 | monk | n.  和尚； 僧侣； 修道士
8194 | bond | n.  原子的聚合
8195 | convoke | v.  召集
8196 | discourse | n. 〔关于某个主题的〕演讲，论述，著述
8197 | momentum | n.  动量
8198 | obstruct | vt.  阻塞， 截断， 堵塞； 阻碍， 阻止， 妨碍
8199 | oust | v.  剥夺， 取代， 驱逐
8200 | octagon | n.  八边形
8201 | ardor | n.  热情
8202 | labyrinth | n.  迷路， 迷宫； 难解的事物； 【解】  迷路
8203 | aquatic | adj.  水的， 水上的； 水生的， 水栖的
8204 | kiosk | n.  亭子
8205 | sequent | adj.  接续而来的
8206 | symbolize | v.  象征， 作为…的象征
8207 | cerebration | n.  用脑， 思考
8208 | commotion | n.  骚动； 暴乱
8209 | bounce | v. （使）弹起，（使）反弹，（使）弹跳 n. 跳起，弹回，反弹
8210 | usage | n.  用法， 惯用法
8211 | ammonia | n.  氨
8212 | proficiency | n.  熟练， 精通
8213 | oxidizer | n.  氧化剂
8214 | anxious | adj.  担忧的； 渴望的， 盼望的
8215 | drudgery | n.  苦差事， 苦工
8216 | auditory | adj.  耳的； 听觉的
8217 | monition | n.  忠告； 警告
8218 | serendipity | n.  意外发现珍奇  事物的本领
8219 | apothecary | n.  药剂师； 药材商
8220 | olfactory | adj.  嗅觉的
8221 | severely | adv.  严格地， 激烈地
8222 | feint | n.  伪装， 假装， 佯攻
8223 | elevate | v.  举起， 提高， 抬高； 提升， 提拔； 使精神振奋， 使兴高采烈
8224 | designate | v.  指明， 指出， 任命， 指派
8225 | slick | adj.  光滑的； 熟练的
8226 | oppressive | adj.  压制性的， 压迫的， 沉重的； 难以忍受的
8227 | generation | n.  产生， 发生； 生殖， 生育； 一代人， 世代
8228 | humiliate | vt.  使屈辱， 使丢脸
8229 | superintendent | n.  主管， 负责人， 指挥者， 管理者
8230 | sulfur | disoxide	 n. 二氧化硫
8231 | calculable | adj.  可计算的； 能预测的
8232 | gene | n.  基因
8233 | educe | v.  得出, 导出； 引出， 唤起， 使显出
8234 | aye | n.  赞成票； 投赞成票者
8235 | unequivocal | adj.  明确的； 坦白的， 直率的
8236 | cleanliness | n.  洁净
8237 | effigy | n.   肖像， 雕像； 模拟像
8238 | feral | adj.  野生的， 未驯服的； 野兽的
8239 | tenacious | adj.  顽固的
8240 | omen | n.  预兆， 征兆
8241 | desiccate | v.  使干涸， 使脱水， 使枯竭
8242 | spectroscope | n.  分光镜
8243 | jungle | n.   丛林， 密林； 乱七八糟的一堆
8244 | armada | n.  舰队
8245 | annalist | n.  编年史编者
8246 | vindicate | v.  为…而辩护； 复仇
8247 | apprehensible | adj.  可了解的， 可理解的
8248 | bestrew | v.  散布， 布满
8249 | unilateral | adj.  一方的； 单方的； 一侧的， 片面的
8250 | pejorative | adj.  轻蔑的； 贬抑的
8251 | misnomer | n.  误称
8252 | ingenuous | adj.  天真的， 坦白的
8253 | preferential | adj.  先取的， 特惠的
8254 | bleak | adj.  阴冷的， 寒冷的； 没有指望的； 令人沮丧的
8255 | kiln | n.  窑
8256 | reclusive | adj.  隐遁的， 隐居的
8257 | connective | tissue	 n. 结缔组织〔如肌肉等〕
8258 | physics | n.  物理学
8259 | bilateral | adj.  有两边的， 双边的
8260 | glorious | adj.  壮丽的， 辉煌的； 光荣的
8261 | aptitude | n.  能力， 才能； 天资
8262 | besmear | v.  涂抹； 弄脏
8263 | vile | adj.  卑鄙的， 可耻的， 恶劣的； 坏透的
8264 | levity | n.  轻率； 轻浮； 变化无常
8265 | reliance | n.  信赖， 依靠
8266 | apostasy | n.  变节， 背教， 脱党
8267 | dauntless | adj.  不屈不挠的， 大胆的
8268 | superfluous | adj.  多余的， 过剩的， 过量的； 不必要的
8269 | glycogen | n.  糖原
8270 | conductor | n.  导体
8271 | appreciable | adj.  可感知的； 可评估的
8272 | reprieve | v.  暂减， 缓期执行
8273 | apostate | n.  变节者， 背教者， 脱党者
8274 | astringent | adj.  收敛性的； 止血的； 尖刻的 n. 收敛剂
8275 | disorder | n.  无序
8276 | aggravate | vt.  恶化， 加重， 加剧
8277 | waive | v.  放弃
8278 | transistor | n.  晶体管
8279 | persevere | vi.  坚持不懈， 锲而不舍
8280 | bowdlerize | vt.  删除  不妥的文句； 删改； 修订
8281 | questionable | adj.  可疑的
8282 | tyranny | n.  暴政； 专政
8283 | voluminous | adj.  多卷的； 容量大的； 庞大的
8284 | sealant | n.  密封剂
8285 | amicable | adj.  友善的
8286 | philanthropic | adj.  博爱的
8287 | alleviate | v.  减轻， 缓解， 缓和
8288 | obscurity | n.  阴暗， 朦胧； 隐匿， 晦涩
8289 | afire | adj.  燃烧着的
8290 | condescending | adj.  谦逊的， 故意屈尊的
8291 | shun | v.  避开， 避免
8292 | desiccant | n.  干燥剂
8293 | sedative | adj. 镇静的，止痛的 n.  镇静剂， 止痛药
8294 | factual | adj.  事实的； 事实上的， 实际的
8295 | negotiate | v.  谈判， 交涉， 商议
8296 | recondite | adj.  深奥的； 隐藏的
8297 | supposition | n.  假定， 想象； 推测， 推想
8298 | tumult | n.  骚动； 烦乱
8299 | exigent | adj.  紧急的， 迫切的； 苛求的， 要求很高的
8300 | shatter | v.  打碎， 使散开； 粉碎， 破坏
8301 | vaudeville | n.  歌舞杂耍； 综合演出
8302 | resurrection | n.  复苏
8303 | glimpse | n. 一瞥，瞟一眼 v. 一瞥，看一眼
8304 | transfer | v.  转移， 调动， 转职； 转车； 转业， 转学； 转让， 过户
8305 | efficacious | adj.  有效的； 灵验的
8306 | diversion | n.  转向， 转移， 变更
8307 | affluence | n.  富裕； 大量， 丰富
8308 | equiangular | adj.  等角的
8309 | unscrupulous | adj.  肆无忌惮的， 无道德的； 不谨慎的
8310 | morbid | adj.  病态的
8311 | autopsy | n.   尸体解剖； 验尸
8312 | erroneous | adj.  错误的， 不正确的
8313 | limitation | n.  限制， 局限性
8314 | destitution | n.  贫穷， 穷困
8315 | terrify | v.  使害怕， 使惊恐
8316 | denigrate | v.  贬低， 诋毁
8317 | downplay | v.  不予重视
8318 | inspiration | n.  吸入， 吸气； 鼓舞， 激动； 灵感
8319 | alto | n.  女低音； 女低音歌手
8320 | proctor | n.   学监
8321 | theorist | n.  理论家， 空谈家
8322 | highlight | v. 使显著，使突出；强调 n.   光线最强处； 最精彩的部分， 最重要的事件
8323 | administrator | n.  管理人； 行政官员
8324 | billion | n.   万亿  ；  十亿
8325 | sheer | adj.  全然的， 纯粹的； 绝对的， 彻底的； 极其薄的， 透明的； 峻峭的
8326 | compliment | v.  称赞， 褒扬， 恭维 n. 称赞，恭维；致敬，问候
8327 | veracious | adj.  说真话的， 可靠的； 真实的， 正确的
8328 | sequester | v.  使隐退； 使隔绝； 扣
8329 | fugue | n.  赋格曲
8330 | subvert | v.  推翻； 搅乱， 暗中破坏
8331 | amount | v.  合计
8332 | original | adj. 最初的，原始的，原文的；新颖的，有独创性的 n.  原物， 原作， 原文
8333 | sap | v.  使衰竭 n. 树汁；体液
8334 | album | n.  集邮簿， 相册
8335 | adherence | n.  黏着； 坚持； 忠诚
8336 | arrant | adj.  彻头彻尾的； 声名狼藉的， 极恶的
8337 | glutinous | adj.  黏性的
8338 | prosecutor | n.  检举人
8339 | feudal | adj.  封建的
8340 | pestilence | n.  瘟疫
8341 | differ | v.  不同， 相异
8342 | facetious | adj.  幽默的， 滑稽的； 喜开玩笑的
8343 | affiliate | n. 附属机构，分公司 vt.  使隶属  于
8344 | recessive | adj.  隐性的
8345 | plane | n.  平面
8346 | equivalent | adj. 相等的，等价的，等值的；等面积的；等体积的 n.  相等物， 等价物， 等值物
8347 | momentary | adj.  瞬间的， 刹那间的
8348 | hypocritical | adj.  伪善的， 伪君子的
8349 | gloat | v.  幸灾乐祸
8350 | christen | v.  命名为
8351 | sensational | adj.  轰动性的， 引起哗然的
8352 | depraved | adj.  堕落的， 颓废的； 邪恶的
8353 | facile | adj.  易做到的， 易得到的； 熟练的， 流畅的；  柔顺的， 温和的
8354 | alienate | vt.  疏远
8355 | perfidious | adj.  背信弃义的
8356 | plague | n.  祸患， 瘟疫， 灾害
8357 | retrospect | n.  回顾， 反顾
8358 | ban | n. 禁止，禁令 vt.   禁止
8359 | canon | n.   教规；  正典， 经典圣经；  真作集
8360 | apposition | n.   并置， 并列
8361 | fascinate | v.  使着迷； 使神魂颠倒
8362 | diplomatic | adj.  外交的， 老练的； 策略的， 有手腕的
8363 | projector | n.  投影仪
8364 | importunate | adj.  不断要求的， 急切的
8365 | percipient | adj.  感知的； 有觉察力的
8366 | complex | adj.  复杂的 n. 联合体
8367 | fluid | adj. 流动的，液体的 n.  流体， 液体
8368 | submersion | n.  淹没
8369 | resonate | v.   共鸣
8370 | pamphlet | n.  小册子
8371 | posit | v.  安置
8372 | ornate | adj.  装饰的， 华丽的；  绚丽的
8373 | neutralization | n.  中和
8374 | proliferate | v.   繁殖， 繁衍； 激增
8375 | disclaim | v.  放弃， 弃权； 拒绝
8376 | vernacular | n.  方言； 本地话
8377 | hazardous | adj.  危险的， 冒险的； 碰运气的
8378 | artery | n.  动脉
8379 | florid | adj.   华丽的；  红润的
8380 | plastic | n.  塑胶
8381 | transient | adj.  短促的， 片刻的， 一瞬间的； 暂住的， 临时的
8382 | wittingly | adv.  有意地， 故意地
8383 | disrepute | n.  坏名声
8384 | sonorous | adj.   洪亮的， 响亮的； 能发出响亮的声音的 		【记】	词根记忆： son  + orous → 声音洪亮的
8385 | canny | adj.  谨慎的； 精明的
8386 | hesitation | n.  踌躇， 含糊； 口吃， 停顿
8387 | neophyte | n.  新入修道院者； 新信徒
8388 | bibliophile | n.  爱书者， 藏书家
8389 | accursed | adj.  被咒的
8390 | insulate | vt.  隔离， 孤立； 使绝缘， 使绝热
8391 | scarcity | n.  缺乏
8392 | icon | n.  图标； 偶像； 雕像
8393 | onerous | adj.  繁重的； 麻烦的； 负有法律责任的
8394 | fervid | adj.  热烈的， 热情的， 激烈的
8395 | amputate | v.  切除
8396 | isolate | v.  隔离， 孤立
8397 | effectual | adj.  奏效的， 有效的
8398 | subsequent | adj.  随后的， 后来的
8399 | omission | n.  省略， 忽略， 疏忽
8400 | metabolic | adj.  变化的； 新陈代谢的
8401 | tremor | n.  震动； 颤动
8402 | plummet | v.  垂直落下 n. 铅锤
8403 | set | n.  集合
8404 | punctuate | v.  加标点于； 不时打断； 强调
8405 | column | n.  列； 圆柱
8406 | portent | n.  征兆
8407 | procedure | n.  手续， 步骤
8408 | biography | n.  传记
8409 | integrate | v.   成为一体，  结合在一起，  合并
8410 | pique | n.  不满， 生气
8411 | pompous | adj.  华而不实的； 自命不凡的； 浮华的
8412 | decry | v.  谴责
8413 | validity | n.  有效性， 正确性
8414 | earnest | adj.  热心的， 诚挚的， 认真的
8415 | shrinkage | n.  收缩
8416 | spider | n.  蜘蛛
8417 | inordinate | adj.  紊乱的； 过分的
8418 | testimonial | n.  证明书
8419 | precede | v.  领先 ， 在  前； 优先， 先于
8420 | disillusion | v.  觉醒； 幻灭
8421 | humorous | adj.  幽默的， 诙谐的
8422 | deride | v.  嘲弄， 嘲笑
8423 | vehement | adj.  激烈的， 猛烈的；  热烈的
8424 | differentiate | v.  区分， 区别；  不同
8425 | reticent | adj.  沉默寡言的
8426 | advocacy | n.  拥护； 提倡
8427 | contact | n.  接触
8428 | discharge | v. 正式准许〔某人〕离开〔尤指让病人出院或让军人退伍等〕；通知〔病人〕出院；开除〔士兵〕军籍 n. 准许离开；出院；退伍
8429 | digit | n.  数字，  数
8430 | disadvantage | n.  不便， 不利， 不利的情况；  损害， 损失
8431 | suspicious | adj.  可疑的， 令人怀疑的
8432 | zeal | n.  热心， 热情
8433 | polygamy | n.  一夫多妻制， 一妻多夫制
8434 | epitaph | n.  墓志铭， 碑文
8435 | renovate | v.  革新； 刷新， 修复
8436 | crepuscular | adj.  朦胧的； 拂晓的； 黄昏的
8437 | mediator | n.  调停者， 仲裁人
8438 | lucid | adj.  清澈的； 透明的
8439 | invidious | adj.  易招嫉妒的， 有害的； 诽谤的
8440 | humane | adj.  有人性的， 有同情心的
8441 | perpendicular | adj.  垂直的， 正交的
8442 | unruly | adj.  不受拘束的， 难驾驭的
