ID|word|meaning
8699 | restless | adj. 得不到休息的；不平静的；不安的， 坐立不安的
8700 | fleet | n. 舰队， 船队
8701 | communicate | vi. 交流；通讯， 通话 vt. 传达， 传递
8702 | saddle | n. 鞍； 马鞍； 鞍状物
8703 | rural | adj. 农村的
8704 | acclaim | vt. 向…欢呼， 为…喝彩 n. 称赞
8705 | acid | adj. 酸的； 尖酸的 n. 酸
8706 | transmission | n. 播送； 发射；传动， 传送
8707 | shortage | n. 不足， 缺少
8708 | blush | n. /
8709 | tiresome | adj. 使人厌倦的； 讨厌的
8710 | dubious | adj. 有问题的， 靠不住的；半信半疑的， 可疑的；结果未定的， 不能确定的
8711 | intuition | n. 直觉
8712 | swift | adj. 快速的， 敏捷的
8713 | pose | vi. 摆姿势；假装， 冒充 vt. 造成； 提出， 陈述
8714 | finite | adj. 有限的
8715 | amend | vt. 修改， 修正
8716 | erupt | vi. 爆发
8717 | remedy | n. 药品；治疗措施， 补救办法 vt. 治疗， 医治 A；纠正， 补救 <
8718 | consent | vi. 同意； 赞成， 答应 n. 同意； 赞成， 答应
8719 | retreat | vi. 撤退， 退却 n. 撤退， 退却
8720 | parachute | v. 跳伞 n. 降落伞 A
8721 | mutual | adj. 相互的， 彼此的； 共有的 <
8722 | shell | n. 壳， 贝壳 A；炮弹； 弹壳 A
8723 | pharmacy | n. 药剂学， 制药；药店
8724 | therefore | adv. 因此， 从而 conj. 所以
8725 | exchange | vt. 交换， 互换； 调换， 更换 n. 交换， 调换； 兑换；交流， 交易；交换台， 交易所
8726 | hesitate | vi. 犹豫， 踌躇；含糊， 支吾
8727 | rifle | n. 步枪
8728 | paste | n. 糊， 糨糊 vt. 粘， 贴
8729 | overtake | v. 追上， 赶上； 超过；袭击； 压倒
8730 | directory | n. 人名地址录； 号码簿 <
8731 | monarch | n. 君主， 帝王
8732 | overnight | adv. 一夜间； 一下子； 突然 adj. 一夜间的； 一下子的； 突然的
8733 | behave | vi. 举止， 举动， 表现；运转， 开动
8734 | undo | vt. 松开， 解开
8735 | laser | n. 激光 <
8736 | mixture | n. 混合；混合物； 混合剂
8737 | scope | n. 范围；机会； 余地
8738 | archaeology | n. 考古学
8739 | democratic | adj. 民主的
8740 | colonel | n. 上校
8741 | recorder | n. 记录员；录音机
8742 | embrace | v. 拥抱 vt. 包含
8743 | identify | vt. 确认； 识别； 鉴定；把…和…看成一样， 打成一片
8744 | nitrogen | n. 氮 <
8745 | label | n. 标签， 标记；称号， 外号 vt. 贴标签于…； 把…称为 <
8746 | message | n. 消息， 信息， 通讯；启示， 要旨
8747 | modify | vt. 更改， 修改； 改造 <；缓和； 减轻； 降低
8748 | clone | v. 克隆 n. 无性繁殖系， 克隆；复制品， 翻版
8749 | pledge | n. 誓约； 保证 vt. 发誓； 保证
8750 | exempt | adj. 被免除的， 被豁免的 vt. 使…免除
8751 | reservoir | n. 水库， 蓄水池
8752 | crab | n. 螃蟹； 蟹肉
8753 | aesthetic | adj. 美学的， 艺术的；审美的
8754 | arithmetic | n. 算术
8755 | rib | n. 肋骨， 肋状物
8756 | faulty | adj. 有缺点的， 有错误的
8757 | rid | vt. 使摆脱， 使去掉
8758 | carbohydrate | n. 碳水化合物
8759 | variation | n. 变化， 变动；变种， 变异
8760 | eject | vt. 喷射； 排出；驱逐 A
8761 | obedience | n. 服从， 顺从 <
8762 | defect | n. 缺点， 缺陷
8763 | reinforce | vt. 增援， 加强
8764 | rim | n. 边， 轮缘；边界
8765 | slack | adj. 懈怠的， 懒散的；松弛的， 不紧的 <；萧条的 n. 淡季， 萧条
8766 | casual | adj. 偶然的， 碰巧的；临时的； 非正式的  <
8767 | odds | n. 不平等， 差异；机会
8768 | rip | vt. 扯破， 撕坏 n. 裂口， 裂缝 A
8769 | property | n. 财产， 资产， 所有物；性质， 特性
8770 | decline | vi. 下倾， 下降， 下垂； 衰落 vt. 拒绝， 谢绝 n. 倾斜； 下降； 衰落，衰退；斜面， 倾斜
8771 | viewpoint | n. 观点
8772 | Catholic | adj. （罗马）天主教的
8773 | whistle | vi. 吹口哨； 鸣笛 n. 口哨； 汽笛；口哨声； 汽笛声
8774 | handle | n. 柄， 把手， 拉手 vt. 处理， 对待； 操纵 A；触， 摸
8775 | tough | adj. 坚韧的； 吃苦耐劳的；棘手的， 困难的；强健的；粗暴的， 粗鲁的
8776 | script | n. 剧本， 脚本； 广播稿；笔迹， 手迹
8777 | melody | n. 【音】旋律； 曲调； 歌曲
8778 | system | n. 系统， 体系；制度， 体制 A
8779 | likelihood | n. 可能性
8780 | spot | v. 认出， 认清， 发现；玷污， 弄脏；用点做记号 n. 点； 斑点， 污点；地点， 场所
8781 | partial | adj. 部分的， 不完全的；偏袒的， 不公平的
8782 | aid | vt. 帮助， 援助， 救援 n. 帮助， 援助， 救护；助手； 辅助物， 辅助设备 A
8783 | confident | adj. 确信的， 自信的
8784 | retain | vt. 保留； 保持
8785 | epoch | n. 时期， 时代
8786 | drastic | adj. 激烈的； 严厉的
8787 | skilled | adj. 熟练的， 有技能的；需要技能的
8788 | retail | n. 零售
8789 | local | adj. 地方的， 当地的；局部的
8790 | crew | n. 工作人员
8791 | spear | n. 矛， 枪； 渔叉
8792 | extravagant | adj. 奢侈的；过分的；放肆的
8793 | accommodate | vt. 留宿， 收容；供应， 供给；调和； 适应
8794 | bubble | vi. 冒泡， 起泡； 沸腾 n. 泡， 水泡， 气泡；泡沫； 幻想的计划 <
8795 | yield | vi. 屈服， 服从 vt. 出产， 生长 n. 产量， 收获
8796 | electronic | adj. 电子的
8797 | cathedral | n. 大教堂 A
8798 | outcome | n. 结果， 成果
8799 | sacred | adj. 神圣的； 宗教的； 庄严的
8800 | polar | adj. 地极的， 近地极的； 磁极的；正好相反的， 截然对立的
8801 | tender | adj. 嫩的；脆弱的； 敏感的；温柔的， 温厚的 v. 提出， 提供；投标
8802 | synthesis | n. 综合， 合成
8803 | incidentally | adv. 附带地， 顺便提及 <
8804 | vapor | n. 蒸汽
8805 | historian | n. 历史学家
8806 | curriculum | n. 课程， 全部课程
8807 | analogue | n. 类似物； 模拟 A
8808 | meditate | vi. 沉思， 冥想 vt. 内心策划
8809 | prototype | n. 原型， 蓝本
8810 | meantime | adv. 同时， 当时 n. 其间， 其时
8811 | recollect | v. 回忆， 追想
8812 | powerful | adj. 强大的， 有力的； 有权的 A
8813 | sham | v. 假冒； 虚伪 n. 假冒； 虚伪
8814 | meditation | n. 沉思， 冥想， 默念<
8815 | cite | vt. 引用， 引证， 举
8816 | acquaintance | n. 熟人； 相识
8817 | atom | n. 原子；微粒， 微量
8818 | moan | vi. 呻吟；抱怨， 发牢骚 n. 呻吟声， 呜咽声 A vt. 以呻吟声说出
8819 | royal | adj. 王室的， 皇家的；一流的； 高贵的
8820 | shed | vt. 流出；发散， 散发；脱落； 摆脱 n. 棚， 小屋
8821 | glove | n. 手套
8822 | precision | n. 精确， 准确 <；精确度
8823 | statical | adj. 静态的； 静力的
8824 | correspond | vi. 通信；符合， 一致；相当于， 对应
8825 | spur | n. 靴刺， 马刺；刺激， 刺激物 A vt. 刺激， 激励 <
8826 | mode | n. 方式， 式样 <
8827 | elapse | vi. 消逝， 过去 A
8828 | rear | adj. 后方的， 后部的； 背后的 n. 后部， 尾部 vt. 饲养； 抚养 A
8829 | symmetry | n. 对称；匀称； 整齐 A
8830 | reap | v. 收割， 收获
8831 | insect | n. 昆虫 <
8832 | buffet | n. 自助餐
8833 | presume | vt. 假定， 假设； 认为；揣测
8834 | complement | vt. 补充， 补足 n. 补充， 补足；余数；补语
8835 | qualify | v. 具有资格， 证明合格；限制， 限定； 修饰
8836 | pregnant | adj. 怀孕的， 妊娠的；充满的
8837 | border | n. 边界， 国界；边 vt. 交界， 与…接壤； 接近 <
8838 | applicable | adj. 能应用的， 适用的
8839 | admission | n. 允许进入； 接纳， 收容 <；入场费， 入场券；承认
8840 | adhere | vi. 黏附， 胶着；坚持
8841 | expense | n. 花费， 消费； 消耗
8842 | April | n. 四月
8843 | rumour | n. 传闻， 谣言
8844 | panorama | n. 概观， 全景； 综述
8845 | contemporary | adj. 同时代的；现代的， 当代的 <
8846 | mobilize | vt. 动员
8847 | mock | v. 嘲笑， 讥笑 adj. 仿制的， 假装的；模拟的， 演习的 n. 模拟考试
8848 | amplifier | n. 放大器； 扩音机
8849 | gear | v. 调整， 使适合 n. 齿轮， 传动装置
8850 | facilitate | vt. 使变得容易， 使便利
8851 | rob | vt. 抢劫， 盗取；剥夺
8852 | outing | n. 远足， 郊游， 短途旅行
8853 | rod | n. 杆， 棒
8854 | dumb | adj. 哑的， 无言的
8855 | quiver | v. 颤抖， 抖动 n. 颤抖， 抖动
8856 | telegraph | v. 打电报传达， 电告 n. 电报机； 电报
8857 | rot | v. 腐烂， 腐败， 腐朽 n. 荒唐
8858 | predict | vt. 预言， 预测， 预告
8859 | dump | vt. 倾倒， 倾卸 n. 垃圾场； 堆存处
8860 | universal | adj. 普遍的， 全体的； 通用的；宇宙的； 全世界的
8861 | chemist | n. 化学家， 药剂师
8862 | undermine | vt. 暗中破坏， 逐渐削弱； 侵蚀…的基础
8863 | guilt | n. 罪过， 内疚
8864 | abroad | adv. 到国外， 在国外；到处
8865 | poultry | n. 家禽
8866 | blossom | vi. 开花；成长， 发展 n. 花
8867 | subjective | adj. 主观的； 个人的
8868 | radical | adj. 基本的， 重要的， 根本的；激进的， 极端的
8869 | blunt | adj. 率直的；钝的 vt. 使钝； 使迟钝； 使减弱
8870 | analogy | n. 比拟， 类比
8871 | application | n. 请求； 申请；应用， 运用；施用， 敷用
8872 | productive | adj. 生产的， 能产的； 多产的
8873 | semester | n. 学期
8874 | hypothesis | n. 假说， 假设； 【逻】 前提
8875 | collapse | n. /
8876 | honorable | adj. 可敬的；荣誉的， 光荣的
8877 | dull | adj. 单调的， 枯燥无味的；迟钝的， 愚笨的；不锋利的 vt. 使迟钝
8878 | comprehend | vt. 理解， 了解
8879 | accurate | adj. 精确的， 准确的
8880 | concession | n. 迁就， 让步 A
8881 | legend | n. 传说， 传奇
8882 | erect | adj. 直立的， 垂直的 < vt. 树立； 建立； 使竖立
8883 | identification | n. 识别， 鉴别
8884 | jam | v. 阻塞； 卡住不动 n. 果酱；阻塞； 卡住
8885 | protein | n. 蛋白质
8886 | ape | n. 猿 < vt. 模仿
8887 | annual | adj. 每年的， 年度的 n. 年刊； 年鉴
8888 | exclusive | adj. 专有的， 专用的， 独占的；排他的 <
8889 | jar | n. 罐， 坛； 广口瓶
8890 | poverty | n. 贫穷， 贫困
8891 | repertoire | n. 常备剧目； 全部节目
8892 | resort | vi. 求助； 诉诸； 凭借 < n. 胜地； 常去之地；手段
8893 | testify | v. 证明； 证实 <
8894 | lightning | adj. 闪电般的， 快速的 n. 闪电
8895 | jaw | n. 下颌， 下巴
8896 | margin | n. 页边空白， 边缘；余地； 幅度；差额， 差距
8897 | apt | adj. 恰当的， 适宜的；易于…的， 有…倾向的
8898 | reed | n. 芦苇， 苇丛； 芦笛， 牧笛
8899 | shabby | adj. 破旧的， 破烂的；衣衫褴褛的；卑鄙的； 不公正的
8900 | refine | vt. 精炼； 精制； 提纯 <
8901 | demand | v. 要求， 请求， 需要； 查问 n. 要求， 请求， 需要
8902 | mount | v. 登上， 爬上 <；安装， 装配； 固定； 镶嵌 n. 支架， 底座， 底板；山峰
8903 | reel | n. 卷筒； 线轴 vt. 卷， 绕
8904 | pathetic | adj. 可怜的， 引起怜悯的；令人难过的
8905 | turkey | n. 火鸡
8906 | gently | adv. 文雅地， 有礼貌地；轻轻地， 温和地
8907 | centimetre | n. 厘米
8908 | overtime | adv. 超过； 在加班时间内 adj. 超时的， 加班的
8909 | telescope | n. 望远镜
8910 | accuse | v. 控告； 谴责
8911 | devil | n. 魔鬼； 恶棍
8912 | predecessor | n. 前任， 前辈；原有事物； 前身
8913 | odor | n. 气味； 名声
8914 | acquire | vt. 取得， 获得； 学到 <
8915 | trolley | n. 手推车， 小车；〈英〉无轨电车； 〈美〉有轨电车
8916 | automobile | n. 汽车
8917 | fertile | adj. 肥沃的， 富饶的 <；能繁殖的
8918 | notion | n. 概念， 意念；看法， 想法， 观点
8919 | tractor | n. 拖拉机； 牵引车
8920 | grace | n. 优美， 优雅；恩惠， 恩泽
8921 | patience | n. 耐心， 忍耐
8922 | captive | adj. 被俘虏的， 被监禁的 n. 俘虏
8923 | dividend | n. 红利， 股息；回报， 效益；被除数
8924 | stitch | v. 缝， 缝合 n. 一针， 针脚 A <
8925 | vice | adj. 副的 < n. 邪恶， 坏事；恶习
8926 | esteem | vt. 尊重， 尊敬 n. 尊重， 尊敬
8927 | shear | vt. 剪， 修剪 <
8928 | thoughtful | adj. 认真思考的， 沉思的；体贴的， 关心的；富有思想性的； 颇有创见的
8929 | bowel | n. 肠
8930 | holder | n. 持有者， 占有者；支持物
8931 | suppress | vt. 镇压， 压制 <；抑制， 忍住 <；查禁； 禁止发表 <
8932 | wrinkle | n. 皱纹 vt. 使起皱纹
8933 | ownership | n. 所有， 所有制
8934 | tumor | n. 肿瘤， 肿块
8935 | supervise | v. 管理， 监督
8936 | canteen | n. 食堂； 小卖部
8937 | fabulous | adj. 寓言式的；极为巨大的；极好的
8938 | dilemma | n. 窘境， 困境
8939 | rub | v. 擦， 摩擦
8940 | engagement | n. 约会， 约定；婚约； 订婚
8941 | rug | n. 地毯； 围毯
8942 | dusk | n. 薄暮， 黄昏
8943 | organisation | n. 组织， 机构； 体制， 结构
8944 | occasional | adj. 偶然的， 非经常的； 特殊场合的；临时的； 不时的
8945 | bomb | n. 炸弹 vt. 投弹于， 轰炸
8946 | repeated | adj. 重复的， 再三的 <
8947 | debate | n. /
8948 | spacecraft | n. 宇宙飞船
8949 | extinguish | vt. 熄灭， 扑灭
8950 | mobilise | vt. 动员
8951 | vulnerable | adj. 易受攻击的
8952 | view | n. 景象， 风景；视点， 见解；观察， 观看；眼界， 视野 vt. 看待， 考虑；观看， 观察
8953 | preach | vi. 讲道， 布道 vt. 宣讲；竭力鼓吹， 宣传， 说教
8954 | jet | v. 喷出， 喷射 n. 喷气发动机； 喷气式飞机；喷口， 喷嘴
8955 | donate | vt. 捐赠， 赠送
8956 | helpful | adj. 有帮助的， 有益的， 有用的
8957 | taboo | n. 禁忌， 忌讳；禁止 A
8958 | mold | n. 模子， 铸型 vt. 浇铸， 造型； 塑造， 形成
8959 | bold | adj. 大胆的， 勇敢的；冒失的， 冒昧的；黑体的， 粗体的
8960 | significant | adj. 有意义的； 重大的， 重要的
8961 | rein | n. 缰绳；控制
8962 | bleed | vi. 出血， 流血
8963 | catalogue | n. 目录 vt. 编目
8964 | overlap | v. 重叠， 与…交叠 n. 重叠
8965 | volunteer | adj. 志愿的， 义务的， 无偿的 v. 自愿 n. 志愿者， 志愿兵
8966 | senate | n. 参议院， 上院
8967 | instability | n. 不稳定
8968 | assassinate | vt. 暗杀
8969 | crow | vi. 鸡啼， 鸣叫 n. 乌鸦；鸡啼， 鸣叫
8970 | neighborhood | n. 邻居； 四邻； 街道， 住宅区
8971 | mourn | v. 哀悼， 悲悼
8972 | bolt | n. 螺栓， 插销 vt. 闩， 关窗， 拴住
8973 | whiskey | n. 威士忌酒
8974 | mood | n. 心情， 情绪；语气
8975 | novelty | n. 新奇， 新颖
8976 | boom | vi. 迅速发展， 兴旺；发出隆隆声 n. 繁荣， 迅速增长
8977 | absence | n. 缺席， 不在场；缺乏， 没有 A
8978 | abolish | vt. 废除， 取消
8979 | attract | v. 吸引， 引诱； 引起
8980 | description | n. 描写， 形容；种类
8981 | edition | n. 版， 版本， 版次
8982 | cautious | adj. 小心的， 谨慎的
8983 | disappear | vi. 不见， 消失
8984 | recession | n. 衰退， 衰退期A
8985 | situated | adj. 坐落在…的
8986 | negative | adj. 否定的； 消极的； 反面的；【数】负的； 【电】阴性的 n. 负数；底片
8987 | ally | v. 结盟 n. 同盟国， 同盟者；支持者
8988 | hence | adv. 从此， 今后； 因此
8989 | boot | n. 靴
8990 | learned | adj. 博学的， 有学问的 A
8991 | substance | n. 物质， 实质；大意；财产， 财物
8992 | frown | vi. 皱眉
8993 | bond | n. 结合， 黏结， 联结；公债， 债券； 契约
8994 | awe | n. 敬畏； 惊惧 vt. 使敬畏； 使惊惧
8995 | momentum | n. 动力， 冲力， 势头；动量
8996 | target | n. 目标， 对象， 靶子 vt. 把…作为目标
8997 | discourse | vi. 演讲， 谈话 n. 演讲， 谈话， 论文
8998 | obstruct | vt. 妨碍， 阻止 A；阻塞， 截断
8999 | grind | vt. 磨， 碾
9000 | guidance | n. 引导， 指导
9001 | stairway | n. 楼梯
9002 | cape | n. 斗篷； 披肩；海角， 岬
9003 | delicate | adj. 纤弱的；精致的；微妙的； 灵敏的 A
9004 | fancy | adj. 花式的； 奇特的； 异样的 n. 爱好， 喜爱， 迷恋；想象， 设想 vt. 想象， 幻想
9005 | rebel | vi. 反抗， 反叛， 起义 n. 叛逆者， 起义者
9006 | bounce | v. 跳起， 弹起 n. 跳起， 弹回
9007 | usage | n. 用法； 【语】惯用法
9008 | tissue | n. 组织；织物， 薄绢， 纸巾
9009 | loosen | v. 解开， 放松
9010 | rent | vt. 租， 租赁 n. 租金
9011 | carpenter | n. 木工， 木匠
9012 | Thanksgiving | n. 感恩节
9013 | proficiency | n. 熟练， 精通 <
9014 | axe | n. 斧
9015 | cast | vt. 投， 扔， 掷， 抛；铸造 n. 演员表； 全体演员
9016 | hijack | vt. 劫持
9017 | largely | adv. 主要地， 基本上；大量地， 大规模地
9018 | slice | n. 薄片， 切片 A；一份， 部分
9019 | frost | n. 霜， 霜冻； 严寒
9020 | princess | n. 公主； 王妃
9021 | incline | v. 倾斜， 偏向；倾向于； 赞同 n. 斜坡， 斜面
9022 | cash | n. 现金， 现款 vt. 兑现， 付现款
9023 | elevate | vt. 抬起， 升高
9024 | designate | vt. 指明； 指定
9025 | humiliate | vt. 使蒙羞， 使丢脸
9026 | canvas | n. 帆布； 油画布；油画
9027 | item | n. 条， 条款， 项目
9028 | gene | n. 基因 A
9029 | violet | n. 紫罗兰；紫罗兰色； 紫色
9030 | hollow | vi. 挖空， 凿空 adj. 空的， 中空的；空洞的， 空虚的
9031 | trunk | n. 大衣箱， 皮箱； 行李箱；树干； 躯干
9032 | saving | adj. 节约的 n. 储蓄； 储蓄金， 存款
9033 | rely | vi. 依赖， 依靠；信赖， 信任
9034 | slide | v. 滑动， 滑行， 下滑 n. 滑动； 降低； 滑坡， 滑道；幻灯片
9035 | style | n. 风格； 文体；式样， 类型
9036 | excessive | adj. 过多的， 过分的
9037 | flesh | n. 肉
9038 | jungle | n. 丛林， 密林；乱七八糟的一堆 A <
9039 | assault | n. /
9040 | cherry | n. 樱桃
9041 | feminine | adj. 女性的；娇柔的 A
9042 | pattern | v. 仿制， 模仿 n. 图案， 图样； 式样
9043 | heighten | v. 提高， 升高； 加强 A
9044 | harsh | adj. 严厉的， 刻薄的；粗糙的， 毛糙的；严酷的， 恶劣的；刺耳的； 刺目的
9045 | fireplace | n. 壁炉
9046 | vehicle | n. 车辆， 交通工具；媒介， 载体
9047 | scrape | v. 刮， 擦去；擦过； 勉强通过 n. 刮削， 刮削声；擦伤， 擦痕
9048 | bleak | adj. 荒凉的；没有希望的， 冷酷的
9049 | cushion | n. 垫子， 坐垫
9050 | glorious | adj. 壮丽的， 辉煌的；光荣的
9051 | plateau | n. 高原
9052 | civilize | vt. 使文明， 教化
9053 | architecture | n. 建筑；建筑学
9054 | stress | n. 压力；重音；【物】应力；强调， 重点， 着重 vt. 强调， 着重
9055 | mischief | n. 损害， 伤害， 危害；恶作剧， 捣蛋， 胡闹
9056 | reliance | n. 信赖， 依靠
9057 | display | vt. 陈列， 展览；显示 n. 陈列； 展览； 展示
9058 | superfluous | adj. 过剩的， 多余的
9059 | conductor | n. 领队， 指挥；售票员， 列车员；导体， 导线
9060 | bore | v. 钻， 挖， 打眼， 钻探；烦扰， 使厌烦 n. 讨厌的人； 麻烦事
9061 | acrobat | n. 特技演员， 杂技演员
9062 | disorder | n. 混乱， 杂乱； 骚乱；【医】失调； 疾病
9063 | aggravate | vt. 使恶化， 加重， 加剧 <
9064 | dairy | n. 牛奶场； 奶店 <
9065 | transistor | n. 晶体管； 晶体管收音机
9066 | giggle | n. /
9067 | persevere | vi. 坚持
9068 | mature | adj. 成熟的； 熟的； 成年人的 A v. 成熟
9069 | navy | n. 海军
9070 | alleviate | vt. 减轻， 缓解； 缓和
9071 | influence | n. 影响； 作用；势力， 权势 vt. 影响， 感化
9072 | talent | n. 才能， 天资；人才
9073 | percentage | n. 百分数， 百分率， 百分比
9074 | negotiate | vi. 谈判， 交涉， 商议
9075 | violin | n. 小提琴
9076 | package | n. 包装， 包裹， 箱
9077 | crisis | n. 危机； 紧要关头
9078 | germ | n. 微生物； 细菌
9079 | shatter | vt. 使…粉碎； 使散开；使破灭； 使震惊
9080 | glamour | n. 魅力， 诱惑力
9081 | persuasion | n. 说服， 说服力
9082 | moss | n. 苔藓， 地衣
9083 | glimpse | n. /
9084 | detective | n. 侦探
9085 | transfer | vi. 换车；转业， 转学；调动， 转职 vt. 转移；转让， 过户 < n. 转变
9086 | footstep | n. 脚步； 足迹
9087 | veteran | adj. 经验丰富的 n. 老手； 老兵
9088 | phrase | n. 短语， 词语， 习语
9089 | affection | n. 爱， 慈爱；感情；影响
9090 | nerve | n. 神经；勇气， 胆量
9091 | diversion | n. 转向， 转移 A
9092 | omit | vt. 省略， 删去；遗漏， 忽略 <
9093 | centimeter | n. 厘米
9094 | erroneous | adj. 错误的， 不正确的
9095 | sponsor | n. 发起人； 主办者； 保证人 vt. 发起， 主办
9096 | limitation | n. 限制， 局限性
9097 | terrify | vt. 使害怕， 使惊恐
9098 | jog | n. 慢跑 A
9099 | ascertain | vt. 查明， 弄清， 确定
9100 | trolly | n. 手推车， 小车；〈英〉无轨电车； 〈美〉有轨电车
9101 | insert | vt. 插入， 嵌入
9102 | forbid | vt. 禁止， 不许
9103 | inspiration | n. 灵感；鼓舞， 激励
9104 | highlight | vt. 使显著， 使突出； 强调 n. 最精彩的部分； 最重要的事件
9105 | database | n. 数据库
9106 | reject | vt. 拒绝； 抵制； 驳回；丢弃；排斥； 退掉
9107 | sheer | adj. 纯粹的； 十足的， 全然的；陡峭的， 险峻的
9108 | miracle | n. 奇迹， 令人惊奇的人
9109 | compliment | n. 称赞； 恭维 vt. 称赞， 恭维
9110 | imitation | n. 模仿， 仿效；仿制； 仿造品
9111 | profit | v. 得利， 获益； 利用； 有利于 n. 利润， 收益；益处
9112 | amount | vi. 合计， 总共达；等于 n. 数量， 总额
9113 | comply | vi. 照做， 遵照， 应允
9114 | original | adj. 最初的， 原始的； 原文的 <；新颖的， 有独创性的 n. 原物； 原作； 原文
9115 | nylon | n. 尼龙
9116 | deviate | vi. 背离， 偏离
9117 | album | n. 粘贴簿； 集邮簿； 相册
9118 | assignment | n. 分配， 委派； 任务；作业
9119 | yawn | vi. 打呵欠 n. 呵欠
9120 | saw | v. 锯， 锯开 n. 锯子； 锯床
9121 | feudal | adj. 封建的
9122 | kingdom | n. 王国； 领域
9123 | differ | vi. 与…不同；与…意见不同
9124 | puppet | n. 木偶； 傀儡
9125 | latter | pron. 后者 adj. 后面的； 末尾的
9126 | affiliate | v. 隶属于 n. 附属机构， 分公司
9127 | equivalent | adj. 相等的， 等价的， 等值的  < n. 相等物， 等价物， 等值物； 对应词
9128 | canoe | n. 独木舟， 小游艇
9129 | wedge | n. 楔， 楔形 vt. 楔牢， 楔入； 挤进
9130 | alienate | vt. 使疏远， 使格格不入；使不友好； 离间A
9131 | plague | n. 瘟疫； 祸患， 灾害
9132 | perpetual | adj. 永久的， 永恒的； 长期的 A
9133 | retrospect | n. 回顾， 回想
9134 | ban | vt. 取缔， 查禁； 禁止 n. 禁止， 禁令
9135 | fascinate | vt. 迷住， 强烈吸引
9136 | diplomatic | adj. 外交的， 从事外交的；有策略的， 有手腕的
9137 | suffer | vi. 受痛苦； 患病 vt. 遭受； 忍受， 忍耐 <
9138 | bar | n. 条， 杆， 棒， 棍， 闩；酒吧； 吧台；栅， 栏， 障碍 vt. 闩上； 阻拦， 拦住； 妨碍
9139 | bat | n. 球拍， 球棒； 短棒；蝙蝠
9140 | projector | n. 放映机， 幻灯机， 投影仪
9141 | neighbourhood | n. 邻居； 四邻； 街道， 住宅区
9142 | draft | n. 草稿， 草案， 草图 vt. 起草， 草拟
9143 | complex | adj. 复杂的；合成的， 综合的 n. 综合体
9144 | humidity | n. 湿气； 湿度
9145 | fluid | adj. 流动的； 液体的 < n. 流体， 液体
9146 | bay | n. 海湾， 湾
9147 | pamphlet | n. 小册子
9148 | afterwards | adv. 后来， 以后
9149 | artery | n. 【医】动脉；干线， 要道
9150 | underestimate | vt. 低估
9151 | plastic | adj. 塑料的， 塑胶的；可塑的， 塑性的 n. 塑料； 塑料制品 <
9152 | globe | n. 球体， 地球仪；地球， 世界
9153 | transient | adj. 短暂的 <
9154 | enquiry | n. 打听， 询问；调查， 研究
9155 | applause | n. 鼓掌； 欢呼
9156 | dean | n. 教长； 主持牧师 A；学院院长； 系主任； 训导主任
9157 | sponge | n. 海绵
9158 | abuse | vt. 滥用；虐待；谩骂 n. 滥用；虐待
9159 | insulate | v. 隔离， 孤立；使绝缘， 使绝热
9160 | scheme | v. 计划， 策划； 阴谋 n. 计划， 方案； 阴谋；配置； 安排
9161 | affect | vt. 影响；感动， 感染
9162 | deaf | adj. 聋的；不愿听的
9163 | drain | v. 排去， 放干 n. 排水沟， 阴沟；流出； 消耗
9164 | amuse | vt. 逗…笑；给…以娱乐
9165 | isolate | vt. 使隔离； 孤立
9166 | inward | adv. 向内， 在内 adj. 在内的， 里面的； 内心的 <
9167 | responsibility | n. 责任， 责任心；职责， 任务
9168 | enquire | v. 询问；打听；问好， 问候
9169 | civil | adj. 公民的， 市民的；国内的， 民间的；民用的；有礼貌的， 文明的
9170 | subsequent | adj. 随后的， 后来的 A
9171 | indicate | vt. 指出； 指示 A；表明或暗示…的可能性 A
9172 | contain | v. 包含； 容纳， 装有；等于， 相当于 A
9173 | litter | v. 产 n. 垃圾；一窝 vt. 乱扔
9174 | sew | vi. 缝， 缝纫
9175 | oval | adj. 椭圆形的 n. 椭圆形
9176 | column | n. 圆柱， 柱状物；列； 专栏
9177 | biography | n. 传记
9178 | procedure | n. 程序， 手续， 步骤
9179 | sample | n. 样品， 标本 vt. 抽样试验； 抽样调查
9180 | integrate | v. 成为一体， 结合在一起， 合并 <
9181 | ultraviolet | adj. 紫外线的 n. 紫外线
9182 | visa | n. 签证
9183 | diagnose | vt. 诊断
9184 | petition | n. 请愿书， 申请书 A <；诉状 vt. 请愿， 正式请求
9185 | somewhat | adv. 稍微， 有点
9186 | vicinity | n. 邻近， 附近
9187 | earnest | adj. 热心的； 诚挚的
9188 | jug | n. 大罐， 壶；一大罐的容量 vt. 关押
9189 | spider | n. 蜘蛛
9190 | precede | v. 领先， 在…之前； 优先， 先于 A
9191 | deck | n. 甲板
9192 | stroll | n. /
9193 | bowling | n. 保龄球运动
9194 | humorous | adj. 幽默的， 诙谐的
9195 | differentiate | vi. 区分， 区别 vt. 不同
9196 | contact | vt. 接触， 联系， 交往 n. 接触， 联系， 交往
9197 | discharge | vi. 发射； 排出， 流出； 放 vt. 卸货；释放； 遣散， 解雇； 解除 <
9198 | prospective | adj. 未来的， 预期的； 可能的
9199 | plaster | n. 灰泥； 熟石膏； 膏药 <
9200 | grown-up | adj. 成长的； 成熟的； 成人的 n. 成年人
9201 | metropolitan | adj. 首都的；大都市的
9202 | garbage | n. 垃圾
9203 | suspicious | adj. 可疑的； 多疑的， 疑心的
9204 | complain | v. 抱怨； 申诉
