ID|word|meaning
2299|spendthrift|挥霍家,败家子：spends improvidently,挥霍的,不节俭的：spending money freely
2300|spent|精疲力竭的：drained of energy
2301|spindly|细长纤弱的：frail or flimsy
2302|spiny|多刺的：spines,棘手的,麻烦的：requiring exceptional skill
2303|spleen|怒气,怨恨：anger or ill will
2304|splice|接合,叠接：unite
2305|spontaneous|自发的,不经思索的：without apparent thought
2306|spoof|轻松幽默的模仿,小恶搞：exaggerates for comic effect,诱骗,诱使相信：believe what is true
2307|sporadic|偶尔的,零星发生的：not often occurring
2308|sprawl|杂乱无序地发展,蔓生,蔓延：irregularly
2309|sprightly|活泼的,充满活力的：full of vitality
2310|spur|刺激物：arouses action,支撑物：holds up,刺激,激励：incite
2311|spurious|假的,伪造的：lacking authenticity
2312|spurn|摒弃,拒绝：reject with disdain
2313|squabble|口角,小争吵：quarrel
2314|squalid|污秽的,肮脏的：dirty,道德败坏的：repulsive
2315|squall|(通常伴随雨或雪的)风暴,暴风雪,暴风雨：violent windstorm,尖叫：scream
2316|squander|使分散：apart,浪费：spend wastefully
2317|squat|又矮又胖的：broad in build, short in stature
2318|squint|斜视,睥睨：glances sideways
2319|squelch|压制,镇压(运动)：stop by force,击溃,使无言以对：put down or silence
2320|stabilize|使稳定,变得稳定：make or become stable
2321|stalwart|无所畏惧的：no fear,(体魄等)强健的：strength vigor,坚定的：firm, resolute
2322|stamina|耐力：moral strength,
2323|stammer|口吃,结巴：speak with pauses
2324|startle|使吓一跳,使大吃一惊：frighten or surprise
2325|static|静态的,停滞的：lack of movement,无改变的：little change
2326|stature|高度,身高：height,才干,水平：quality, status
2327|steadfast|坚定的,忠诚的：firm in belief
2328|stealth|秘密行动：proceeding furtively,秘密的：not to attract attention
2329|steep|浸泡：make wet,陡峭的：approaching perpendicular,过分的,过高的：beyond limit
2330|stench|臭气,恶臭：foul odor
2331|stentorian|声音洪亮的：loud
2332|sterile|贫瘠的：not productive,无菌的：free from bacteria
2333|stickler|坚持细节的人,一丝不苟的人：insist on exactness
2334|stiff|僵硬的,无法弯曲的：lacking suppleness,(在社交场合)缺乏优雅的,不自在的：lacking social grace,过分的,过高的：beyond limit,艰苦的,费力的：requiring effort
2335|stifle|抑制(声音、呼吸等),阻止,扼杀：hold back
2336|stigma|耻辱,污名：mark of shame
2337|stint|吝惜,节省：be frugal
2338|stingy|小气的,吝啬的：unwilling,极少量的：less plentiful
2339|stipple|(雕刻时)点刻,用点标记：mark with small spots
2340|stipulate|规定,特定要求：specify agreement
2341|stitch|突然剧痛：sharp unpleasant sensation
2342|stock|库存,储备：inventory,普通的,常备的：commonly used
2343|stockade|栅栏,围栏：enclosure,监狱：confinement
2344|stodgy|平庸的,乏味的：dull,非常守旧的：old-fashioned
2345|stoke|添加燃料：supply fuel,增大,促进：make greater
2346|stoic|隐忍的,冷静的：unaffected by pleasure or pain
2347|stolid|无动于衷的,感情麻木的：little emotion
2348|stomach|容忍：bear
2349|stonewall|拒绝(合作),阻挠：uncooperative, obstructive
2350|stouthearted|勇敢的：stout, spirit
2351|stratagem|谋略,策略：deceiving
2352|strait|海峡：channel joining water,痛苦：suffering
2353|strand|绳,线之一股：single filament,遗弃,使置之困境：leave in a unfavorable place
2354|stratify|将...分成各种等级：divide into classes
2355|stray|漫无目的：lacking purpose,离群,迷途,偏离：move away, deviate
2356|strength|力量：ability to exert effort,(抵抗攻击、压力的)强度：ability to withstand force 
2357|striate|加条纹：mark with striations
2358|stricture|责难,批评：criticism
2359|stride|迈大步走：long steps
2360|strident|刺耳的：harsh sound
2361|strike|攻击：force or violence,铸造(奖牌)：form by stamping,击打：deliver a blow,袭击,攻击：violent action,撞击：forceful contact
2362|stringent|紧绷的：tight,严格的：marked by rigor
2363|strip|脱衣,剥去：remove clothing
2364|strut|趾高气昂地走：walk pompous,支柱,压杆strengthen a framework
2365|studio|工作室,画室,摄影室：working place of a painter
2366|stultify|使无效,抑制：render futile
2367|stupor|迟钝,麻痹,无知觉：suspended sense
2368|stunt|阻碍(成长)：hinder growth
2369|sturdy|强健的,结实的：strengthen
2370|stygian|极阴暗的：extremely dark
2371|stymie|阻碍：present an obstacle
2372|subdue|使顺从,征服：conquer
2373|subject|臣民,受支配的人：under authority,取决于(其他因素)的：under the influence
2374|subjugate|征服,镇压：bring under control,剥夺...的自由：make subservient
2375|sublime|崇高的,庄严的：high moral,(因为杰出、尊贵、美丽等而)令人惊叹的：inspire awe
2376|subliminal|下意识的,潜在意识的：below perception
2377|submerge|使淹没：under water
2378|submissive|服从的,顺从的,恭顺的：submitting
2379|subordinate|下级的,次要的：lower rank,征服：under one's control
2380|subservient|奉承的,屈从的：obsequiously
2381|subside|下陷,下沉,减弱：tend downward
2382|subsidiary|次要的：secondary importance,起辅助作用的：aid, support 
2383|subsidy|补助金,津贴：monetary support
2384|substantial|物质的：having substance,有重大意义的：considerable in importance
2385|substantiate|证实：support with proof,使实体化：give material 
2386|substantive|本质的,关键的：relating to the essence
2387|subterfuge|诡计：deception to conceal
2388|subtle|微妙的,难以感知的：difficult perceive,巧妙的,间接或带有欺骗性的：clever deceptive means
2389|subvert|颠覆：overturn
2390|succinct|简明的,简洁的：clear, precise
2391|succor|救援,援助：aid
2392|suffocate|使窒息：deprive of oxygen
2393|suffuse|(色彩等)弥漫,染遍,充满：spread through
2394|sulk|生气,愠怒：resentment
2395|sullen|闷闷不乐的：lacking in cheer
2396|summary|摘要：abstract,就地的,立即的：on the spot
2397|summit|顶点：highest point
2398|summon|召集,召唤：call together,传唤(出庭、出席)：command to appear in court
2399|sumptuous|豪华的,奢侈的：extremely luxurious
2400|sunder|分裂,分离：break apart
2401|supercilious|高傲的,傲慢的：haughty
2402|superficial|表面的,肤浅的：lacking depth
2403|superfluous|多余的,过剩的：exceeding sufficient
2404|superimpose|添(声)加(色)(使形象、某因素或性质更加清楚)：add distinct
2405|supine|懒散的,倦怠的,消极的,漠不关心的：lethargy, indifference
2406|supple|易弯曲的,柔软的：bent, pliant
2407|supplant|排挤,篡夺...的位置：usurp the place of
2408|supplement|增补,补充：complete for a deficiency
2409|supplicate|恳求,乞求：make a request earnest or urgent
2410|supposition|猜想,推测：little or no evidence
2411|suppress|抑制(表情)：inhibit the expression,用暴力终止,镇压：put a stop to, force
2412|surcharge|过高收费：charge much
2413|surfeit|(使)过量,(使)饮食过度：supply excess
2414|surrender|交出,放弃,投降：give over to,使沉溺于：give(oneself)over
2415|surreptitious|偷偷摸摸的,保密的：escape being observed
2417|suspend|暂停,中止：bring to a formal close,悬挂：hang
2418|suture|缝合：joining
2419|svelte|(女人)体态苗条的,优雅的：slim
2420|swagger|大摇大摆地走,趾高气昂地走：arrogant, pompous,自夸,吹嘘：boast
2421|swear|咒骂：curse,宣誓：oath
2422|sweltering|酷热的：hot
2423|swerve|突然改变方向：turn aside abruptly
2424|swill|痛饮,大口地吃：drink greedily, eat greedily
2425|swindle|欺骗,骗取：cheat
2426|sybarite|沉溺于奢侈逸乐者,酒色之徒：devoted luxury
2427|sycophant|马屁精：flatter
2428|syllabus|提纲,摘要,课文、演讲或研究课题的概要或提纲：summary
2429|syllogism|由一般到个别的推理,演绎：reasoning, deduction
2430|symbiosis|共生关系：living together
2431|symmetry|对称：balanced proportions
2432|synchronous|同时期的,同步的：identical period phase
2433|synergic|合作的：cooperating
2434|synonymous|同义的：same similar meaning
2435|synopsis|摘要,概要：outline, abstract, summary
2436|synthesis|合成,综合：combination
2437|tacit|暗示的：implied, not actually expressed
2438|taciturn|沉默寡言的,话少的：disinclined to talk
2439|tackle|着手处理：start work
2440|tact|机敏,精明,不冒犯：keen sense, maintain good relations
2441|tactile|有触觉的,能触知的：touch tangible
2442|tactless|不机智的,笨拙的：inconsiderate, indiscreet
2443|talisman|护身符：bring good luck, keep away evil
2444|taint|使(品质)污损：morally bad
2445|tamper|恶意篡改,损害：mischievously,玩弄：rashly or foolishly
2446|tangent|离题(的),不相关(的)：irrelevant
2447|tangible|可感知的：capable perceived,确凿的,真实的：real or concrete
2448|tangy|刺激的：powerfully stimulating
2449|tantalize|激起,挑逗,引诱：excite
2450|tantamount|等价的,与...相等的：equivalent
2451|tantrum|勃然大怒,发脾气：bad temper
2452|taper|(使)逐渐变细：become narrower, thinner,逐渐减少,减弱：diminish gradually
2453|tardy|缓慢的,迟缓的：slowly,延后的,迟的：delayed
2454|tarnish|玷污：morally bad
2455|tasty|美味的,令人愉悦的：pleasure or contentment
2456|tatty|破旧的,褴褛的：shabby
2457|taunt|嘲弄性质疑,挑衅：challenge, jeer at
2458|taut|紧绷的：not loose,整洁的：proper order, trim shape
2459|tawdry|俗丽的,花哨而庸俗的：gaudy
2460|taxing|繁重的,费力的：requiring much time, effort
2461|tedious|冗长乏味的：tiresome, dullness, boring
2462|teeter|蹒跚,不稳定地行走：unsteadily,犹豫不决：uncertainty
2463|telling|禁酒：abstinence alcoholic
2464|temerity|有效的,显著的：effective
2465|temporize|鲁莽,冒失：foolhardy, recklessness,行动躲躲闪闪以争取时间、躲避争论等：act evasively
2466|temperate|(言行举止)有分寸的：avoiding extremes,有节制的：restraint
2467|tempestuous|突然的,剧烈的：sudden or violent
2468|tenable|有据可依的,无懈可击的：capable defended, reasonable
2469|tenacious|顽固的,不屈不挠的：persistent,粘着的：adhere to
2470|tendentious|有偏见的：biased
2471|tender|正式提出：offer,考虑周到的,关心同情的：sympathy consideration
2472|tenuous|没有实际内容的,空洞的：little substance
2473|tepid|不太热心的：little or no interest
2474|terminology|专业术语：special terms or expressions
2475|terminus|终点,终点站：end
2476|terror|极度恐惧：intense fear
2477|terse|简洁的,简明的：brief
2478|testimony|证词,声明：authentication
2479|testy|易怒的,暴躁的：easily annoyed, irritable
2480|tether|(用绳、铁链)拴系、束缚：fasten, restrain,能力或忍耐力的极限：limit
2481|theatrical|做作的,夸张的,矫揉造作的：exaggerated unnatural
2482|therapeutic|治疗的,有疗效的：treatment disease
2483|thorny|多刺的：full of thorns,棘手的：difficulties
2484|threadbare|陈腐的：hackneyed,贫穷的：lacking possessions,破烂的：worn or torn
2485|throng|大量聚集：crowd in great numbers
2486|thwart|阻挠：oppose
2487|ticklish|易怒的：easily offended,棘手的,对技巧要求高的：exceptional skill or caution
2488|tiff|小争吵：petty quarrel
2489|tightfisted|吝啬的：stingy
2490|timeworn|陈腐的：hackneyed
2491|timid|胆小的,不自信的lacking courage, self-confidence
2492|timorous|胆小的：fearful
2493|tinge|给...着上少量的色彩：color, tint
2494|tinker|乱修,乱调整：thoughtlessly
2495|tint|涂浅色,微染：slight coloration to
2496|tirade|长篇抨击性演讲：angry censorious or denunciatory
2497|toady|马屁精,拍马屁：flatters, gaining favors
2498|tonic|滋补的,有益健康的：stimulating vigor, beneficial
2499|topsy-turvy|混乱的：lacking in order
2500|torpid|麻木的,没有知觉的：sensation,迟钝的,行动迟缓的：slow
2501|torpor|缺乏兴趣：lack of interest,(肉体或精神上的)迟钝,懒散：inertness
2502|torrential|急流的：rapidstreams
2503|torrid|酷热的：intensely hot,热情的,情感深厚的：great depth of feeling
2504|tortuous|转弯抹角的：indirect
2505|tout|极力赞扬：praise
2506|toy|草率或不认真地对待：handle thoughtlessly
2507|tractable|易驾驭的,温顺的：giving in
2508|tranquility|宁静,淡定：freedom from storm
2509|transcend|超越,超过极限：beyond the limits
2510|transfigure|使改变外观：alter appearance, transform
2511|transgress|违背,犯错：fail to keep, commit an offense
2512|transient| 短暂的,瞬时的：transitory
2513|transitory|短暂的：lasting only a short time 
2514|translucent|透明的：permitting passage light, transparent
2515|transparent|透明的：capable of transmitting light,没有歧义的,清晰易懂的：not subject to misinterpretation
2516|travail|辛苦劳动：arduous
2517|traverse|横穿：pass across
2518|travesty|拙劣的,嘲弄性模仿：exaggerated imitation
2519|treacherous|背叛的：betrayal
2520|trenchant|锐利的：sharp,(言辞)一针见血的：articulate
2521|trepidation|恐惧,战栗：apprehension
2522|trespass|非法入侵,违反,冒犯：enter unlawfully offense
2523|tribute|称颂,颂词：declaration gratitude
2524|trickle|一滴一滴地流,缓缓地流：fall in drops
2525|trite|陈腐的,陈词滥调的：hackneyed
2526|trivial|琐碎的,无足轻重的：little importance
2527|truant|逃避责任(的),逃避责任者：shirking responsibility, shirks duty
2528|truce|休战,休战协定：suspension fighting 
2529|truculent|尖酸刻薄的：harsh insulting,好战的,好斗的：eagerness to fight
2530|trudge|吃力而笨拙地走：heavily or clumsily
2531|trumpet|大声说出或宣告：make known
2532|truncate|截短,缩短(时间、篇幅等)：shorten
2533|truss|系紧,扎紧：into a tight mass
2534|tumult|骚乱,暴动：disorderly, disturbance
2535|turbid|混浊的：deficient in clarity
2536|turbulent|动荡的：disturbance,湍急的,汹涌的：turmoil
2537|turgid|浮夸的,过分装饰的：embellished
2538|turmoil|骚动,混乱：agitation, commotion
2539|turncoat|叛徒：switches, traitor
2542|typo|打字错误：error
2543|tyro|新手,业余爱好者：beginner, novice
2544|ubiquitous|无所不在的,普通的：everywhere, often observed
2545|unassailable|无可争辩的,无法否认的,不可亵渎的：not to be violated
2546|uncanny|离奇的,奇异的：extraordinary or abnormal
2547|uncouth|粗俗的,没有品位的：lacking in refinement
2548|unctuous|油嘴滑舌的,谄媚的：flattering,夸张的,做作的：affected, exaggerated
2549|underdog|受害者,输家： loser/victim
2550|undergird|加强,巩固...的底部：strengthen
2551|undermine|削弱,破坏：weaken, injure, impair
2552|underscore|强调：to emphasize
2553|understate|保守陈述：restraint
2554|understudy|替补演员：take another's duties
2555|unexceptionable|无懈可击的：beyond reproach
2556|unflappable|镇定的,从容不迫的：not easily upset
2557|ungainly|笨拙的,不雅的：inability in a graceful manner
2558|unimpeachable|无可置疑的：unquestionable
2559|unkempt|凌乱的,无序的：lacking in order
2560|unlettered|未受教育的,文盲的：deficient in the knowledge, illiterate
2561|unpretentious|低调的,谦逊的：modest,坦诚的,自然的：free from deceive
2562|unproductive|徒然的,无效的：not productive
2563|unrequited|无报答的,无报酬的：not reciprocated
2564|unruly|难驾驭的,不守规矩的：difficult to discipline
2565|untenable|防守不住的,站不住脚的：defended
2566|untold|数不清的,无数的：numerous
2567|untoward|倒霉的,不吉利的：not favorable, unpropitious,难以驯服的,难以驾驭的：resisting control or discipline
2568|unwitting|不知道的,未觉察的：unware,偶然的,并非有意的：by chance, not intended
2569|unwonted|不习惯的,不寻常的：not habitual, ordinary, unusual
2570|upbraid|(严厉地)谴责,责骂：reproach severely
2571|uphold|支持,赞成：support
2572|urbane|彬彬有礼的,文雅的：polite
2573|usurp|篡夺,篡位：seize power without legal authority
2574|utter|出(声),说(话)：articulate,完全的,绝对的：entire
2575|vaccinate|预防接种疫苗：produce immunity
2576|vacillate|犹豫不决：hesitate,摇动,摇摆：oscillate
2577|vacuous|茫然的,愚蠢的：lack of intelligence
2578|vagary|不可预测的思想或行为：erratic, unpredictable
2579|vague|表达不清的：not clearly expressed,轮廓不清晰的：lacking definite shape
2580|valediction|告别：bidding farewell,告别词：address farewell
2581|valiant|勇敢的,英勇的：bravery
2582|valid|逻辑上正确的：correct
2583|vanquish|打败,征服：defeat
2584|vapid|无趣的,乏味的：lacking interest
2585|vaporize|使(液体)蒸发：convert by heat,彻底消灭：destroy
2586|variance|不一致,不和谐：lack harmony
2587|variegated|杂色的,斑驳的：different colors
2588|varnish|上清漆,使有光泽：smooth glossy,粉饰(令人不悦的东西)：conceal unpleasant
2589|vault|跳起,跳跃：propel oneself upward,一跃而至：leaping suddenly
2590|vaunt|吹嘘：boastfully
2591|veer|(使)转向,(使)改变航线：change direction
2592|vehement|(情感)强烈的,热情的：great depth of feeling
2593|venal|贪污受贿的：open to corrupt
2594|vendor|小贩,商贩：sells
2595|veneer|薄木板,用以贴在家具外面的饰面板：thin surface layer, wood,粉饰(不好的东西)：conceal defect
2596|venerate|尊敬：regard with respect
2597|venial|可宽恕的：easily excused
2598|venom|毒液：poisonous matter,恶意,恶毒的用心：desire to cause pain
2599|veracious|诚实的,说实话的：telling the truth,精确的,准确的：precise
2600|verbatim|逐字地,一字不差地：exact words
2601|verbose|冗长的,啰嗦的：more than necessary
2602|verdant|(因长满植物而)翠绿的,郁郁葱葱的：green with vegetation
2603|verify|校验,证实：determine accuracy
2604|verisimilar|貌似真实的：appearing to be true
2605|veritable|真正的,确实的：not false
2606|vernacular|方言：nonstandard language,非正式的,口头的：suitable for speech
2607|versatile|多才多艺的,全能的：different things,易改变的：fluctuating readily
2608|verse|使精通,使熟悉：familiarize,诗歌：rhythm lyrical effect
2609|vertigo|眩晕：dizzy
2610|verve|活力,热情：vitality
2611|vessel|管：tube body fluid,船,舰艇：watercraft
2612|vestige|微小的痕迹,小痕迹：smallest trace
2613|vestigial|退化的,发育不全的：simple structure
2614|veteran|老兵,有丰富经验的人：knowledge through long experience,经验丰富的,资深的：knowledge, experience
2615|veto|否决,禁止：forbid, prohibit
2616|vex|使烦恼,使恼怒：bring agitation
2617|viable|可行的：being done
2618|vicarious|代理的,取代的：substitute for another
2619|vicious|凶恶的,恶毒的：desire to inflict,猛烈的：violence or ferocity
2620|vicissitude|自然变化,变迁兴衰：natural change 
2621|victimize|使受骗：subject to deception
2622|vigilant|警醒的,警惕的：alertly watchful
2623|vignette|简介,短文：vivid representation
2624|vigorous|精力旺盛的：active strength,强健的：withstand hardship
2625|vilify|诽谤,辱骂：utter slanderous statements
2626|vim|活力,精力：energy
2627|vindicate|为...平反,为...辩护,使无罪：free from blame,证明,证实：give evidence
2628|vindictive|复仇的,有寻仇倾向的：seek revenge
2629|virtuoso|艺术鉴赏家,专家：masterly skill,经验丰富的,技艺精湛的：exceptional knowledge
2630|virtuous|品德高尚的,正直的：showing moral excellence
2631|virulent|有毒的：poisonous,凶残的：destructive course
2632|viscid|有粘性的：glutinous
2633|viscous|粘稠的,粘的：viscid
2634|visionary|空想的,不切实际的：guided by ideals,幻觉的：in the imagination,有远见的：foresight
2635|vitality|活力,生命力：vigor
2636|vitiate|削弱,损害：reduce the value,(在道德、审美上)降低,堕落：debase in moral
2637|vitriolic|(言辞)刻薄的：scathing 
2638|vituperate|谩骂,责骂：abuse or censure
2639|vivacious|活泼的,快活的：lively
2640|vociferous|喧哗的,大叫大嚷的：vehement outcry
2641|volatile|多变的：rapid change
2642|volition|意志,自愿选择的行为：making one's own choices
2643|voluble|健谈的,多话的：ready speech
2644|voluminous|卷数多的,大量的,庞大的：great number
2645|voluptuous|奢侈逸乐的,沉湎酒色的：enjoyments luxury
2646|voracious|有很大食量的,贪吃的：huge appetite,贪婪的,如饥似渴的：insatiable
2647|votary|崇拜者,信徒：fervently devoted
2648|vouch|担保,声称为真：give a guarantee
2649|vulgar|粗俗的,无教养的：crude,口头的,非正式的：suitable for speech
2650|vulnerable|易受攻击的,脆弱的：open to attack
2651|waddle|摇摇摆摆地走：tilt the body from side to side
2652|waffle|胡扯：talk foolishly
2653|waft|飘荡,漂浮：float
2654|wag|诙谐幽默的人：humorous,摆动：move to and fro or up and down
2655|wan|苍白的,病态的：poor health 
2656|wanderlust|旅游癖：impulse to travel
2657|wane|减少,衰退,降低：decrease
2658|want|短缺：lacking,渴望：desire
2659|warmonger|好战者：urges war
2660|warp|使偏向：turn,扭曲,变形：twist,曲解：alter the meaning 
2661|warrant|向...保证质量：assume responsibility for the satisfactory quality,批准,认可：give official acceptance
2662|wary|小心的,机警的,谨慎的：caution
2663|wastrel|肆意挥霍的人,败家子：expends self-indulgently
2664|watershed|重要关头,分水岭：turning point
2665|wax|月亮渐满：increase in phase of the moon,用蜡涂、处理或上光：coat,增大,增强：increase 
2666|waylay|埋伏,伏击：attack
2667|welter|混乱,动乱：disorder
2668|wheedle|(用花言巧语)诱惑,哄骗：persuade by flattery
2669|whet|磨快：sharpen
2670|whiff|微风：slight gust,细微的信号,轻微痕迹：imperceptible sign
2671|whimsical|反复无常的：sudden illogical changes
2672|wholesome|有益身心健康的：promoting health 
2673|wicked|邪恶的：morally bad
2674|wince|畏缩：shrink back from pain
2675|windbag|健谈的人：talkative
2676|windy|冗长的：verbosity
2677|winsome|迷人的,漂亮的：pleasing and engaging 
2678|wit|机智,智慧：ability to understand,智者,有智慧的人：intelligence
2679|withdraw|撤退：take back
2680|wither|枯萎,凋谢：become sapless
2681|withhold|抑制,扣压,不给予：refrain from giving 
2682|wizen|(使)凋谢,(使)枯萎：become wrinkled,凋谢的,枯萎的：dried up
2683|wobble|摇晃,颤抖：move or proceed unsteadily,犹豫不决：show uncertainty
2684|worldly|世间的,世俗的：rather than spiritual,老练的：experienced
2685|worship|崇拜,敬仰：respect,崇拜,膜拜：offer honor or respect
2686|wrangle|纷争,争端：differing opinions,争吵：quarrel
2687|wretched|极差的：poor in quality,沮丧的：dejected
2688|wry|扭曲的：twisted, bent,坚持错误的：stubborn to wrong
2689|xenophobe|仇视(或畏惧)外国人(或外国事物)者：fearful of what is foreign
2690|yoke|连接：become joined
2691|yokel|乡下人,天真纯朴的人：inhabitant of a rural area
2692|zeal|热心,热诚：enthusiastic devotion
2693|zealot|狂热者：a fanatical partisan
2694|zenith|最高点,巅峰：culminating
2695|zesty|刺激的,开胃的：piquant
2696|abreast|并排地：in line,熟知的：knowledge of recent developments
2697|absent|未出现的,缺乏的：not present,不专心的,走神的：lost in thought
2698|acclaim|称赞：public acknowledgment or admiration,赞扬,赞颂：approval
2699|accomplish|实现,完成：completion
2700|accord|一致：consistency,相符合,相一致：in harmony,授予,给予：to grant or give
2701|acknowledge|承认：admit
2702|acquire|获取,获得：get as one's own
2703|acquisitive|贪婪的：desirous
2704|adjudicate|裁决,判定：settle
2705|adversity|厄运,逆境：difficulty
2706|affectation|虚伪,做作：not natural, not genuinely felt
2707|affirm|声称...为真,肯定...属实：valid or confirmed
2708|affix|粘合：attach physically
2709|affliction|痛苦,悲伤,折磨：great suffering
2710|agape|急切盼望的：eagerly awaiting 
2711|agility|(身手)敏捷：quickness, ease and grace
2712|agreeable|令人愉悦的：pleasing to the mind or senses,随和的：easygoing and pleasing manner,相一致：in harmony
2713|alloy|合金,混合物：combing of two or more different things,掺杂,降低...的纯度：debase by the addition
2714|ambivalent|(尤指感情、态度)矛盾的：opposing feelings
2715|anachronistic|时代错误：chronologically misplaced
2716|analogous|相似的,可比较的：in common
2717|annex|裙楼,副楼：auxiliary building,添加,合并：join,吞并,夺取(土地等)：incorporate
2718|annotate|给...作注解：commentary or explanatory notes
2719|antedate|比...早,早于：earlier date
2720|antipathy|厌恶,反感：aversion, dislike,令人反感的事物：objection of aversion
2721|antiquated|古老的,过时的：out of style
2722|antithetical|完全对立的,相反的：direct and unequivocal opposition
2723|apparition|鬼魂,幽灵：ghostly figure
2724|applicable|可用的,可行的：put to use,相关的,有光的：having to do with,合适的,恰当的：meeting the requirements
2725|apprehensive|知晓的,理解的：impressed on the mind,恐惧的,害怕的：anxious, fearful
2726|arable|适合耕作的：growing of crops
2727|arbitrary|专横的,独断专行的：force one's will on others,独裁的,拥有无限权力的：without interference by others,缺乏计划的,随意的：lacking a definite plan
2728|arcane|(语言)晦涩的,隐晦的：veiled, uncertain,深奥的,难以理解的：difficult to understand
2729|argument|争吵,争论：expression of differing opinions,(逻辑上的)论证：from a premise to a conclusion,观点,论点：idea, opinion
2730|arid|干燥的：little or no precipitation,无趣的,无聊的：lack of interest
2731|array|排列,阵列：arrangement,排列,摆放：arrange or display,装饰,装修：dress or decorate
2732|assail|抨击,严厉批评：criticize harshly,攻击,猛攻：violent action against
2733|asymmetry|不对称,不均衡：lack of balance
2734|atrophy|萎缩,衰退：waste away
2735|attest|证实,为...作证：give evidence
2736|attune|使协调,使和谐：into harmony
2737|august|威严的,严重的：formal and serious or reserved manner,盛大的,令人印象深刻的：large and impressive
2738|auspicious|好兆头的：toward a happy outcome
2739|austere|朴素的,朴实无华的：simple,严肃的,令人生畏的：stern and cold
2740|automatic|(机器等)自动的：independent of external influence,自发的,情不自禁的：spontaneously or unconsciously 
2741|avowal|承认,公开宣称：declaration
2742|backfire|产生相反的结果,事与愿违：reverse
2743|backslide|(情况等)倒退,故态复萌：revert to a worse condition
2744|baffle|挫败,阻挠：frustrate or check,使疑惑：mental uncertainty
2745|baffling|令人疑惑的,难以理解的：hard to comprehend
2746|bash|猛击：forceful blow,攻击,用力击打：strike violently,抨击,严厉批评：criticize harshly
2747|bask|休息,悠然自得：lie or relax
2748|beholden|欠他人人情的：owing gratitude
2749|behoove|对...有利：necessary, proper, advantageous
2750|beige|缺乏特征的：lacking distinction
2751|belligerence|好斗,好战：aggressive or truculent
2752|belligerent|好斗的,好战的：assertiveness, hostility, combativeness
2753|beset|使苦恼,骚扰：cause persistent suffering,攻击,袭击：set upon
2754|bewitching|迷人的,令人着迷的：attract
2755|blackmail|敲诈,勒索：extortion of money
2756|bluff|直率的,(说话)直截了当的：direct, brief, potentially rude,欺骗：deceive
2757|bogus|伪造的,假冒的：being such in appearance only,虚伪的,做作的：lacking,  spontaneous quality
2758|bore|令人讨厌的人或事物：causes boredom,使厌倦,使厌烦：make weary
2759|brandish|(带有威胁性地)挥舞：shake menacingly
2760|brim|边缘,边界：outer margin,充满：full often to overflowing,加满,倒满：as much as can be
2761|bumble|含糊不清地说,杂乱无章地说：rapidly, inarticulately,笨拙地行动：clumsily
2762|bustle|忙乱,喧嚣：noisy, energetic,(快速地)行走,奔忙：move briskly
2763|calamity|大灾难：disastrous event
2764|calculated|经过计算(成败得失)的,经过深思熟虑的：reckoning or estimating 
2765|canny|精明的,聪明的：careful and shrewed
2766|canonize|过分宠爱,过分崇拜：admire too much,使崇高,使神圣：high status or value
2767|captious|吹毛求疵的,爱挑毛病的：stress faults and raise objections
2768|careen|蹒跚而行。不稳定行走：to lurch or swerve,狂奔,快速运动：rush
2769|carefree|无忧无虑的：no worries or troubles
2770|cascade|(尤指小的)瀑布：small fall
2771|cellular|多孔的：porous
2772|ceremonious|讲究礼节的,庄重的：careful attention to set forms
2773|certitude|确定无疑：certain
2774|channel|水渠：passageway for water,海峡：between two land masses,将...导入,投入：move to a central point 
2775|chaperone|同行,护送：go along with 
2776|charisma|魅力,吸引力：charm
2777|cherished|受喜爱的,珍爱的：granted special treatment
2778|chivalrous|有骑士风度的,(尤指对女性)彬彬有礼的：gracious courtesy and high-minded consideration
2779|chorale|赞美诗：hymn or psalm,合唱班,合唱团：group of singers
2780|clamor|喧闹,喧哗,噪声：loud, inharmonious
2781|clan|(有共同爱好的)团体,帮派：united by a common interest
2782|cleave|紧贴,坚持：adhere,分隔,割裂,劈开：divide
2783|cling|粘结,粘合：physical sticking,紧贴,坚持：adhere
2784|coarse|粗糙的,表面不平整的：not smooth,(声音)刺耳的,粗声粗气的：rough in tone,粗俗的：lacking refinement,(质量)低劣的：inferior quality
2785|cohesive|有粘性的,有凝聚力的：cohesion or coherence
2786|collaborate|合作：work jointly
2787|commiserate|表示怜悯,同情：sympathy
2788|compatible|一致的,能共存的：in harmony
2789|compelling|极具说服力的：persuade,迫切的,紧迫的：immediate attention
2790|complacent|自满的,自鸣得意的：excessive or unjustified satisfaction,无所谓的,不关心的：lack of interest or concern
2791|complementary|互补的：supplying each other's
2792|complicate|使复杂化：complex or difficult
2793|comprehend|理解,了解：grasp,包括,包含：contain or hold within
2794|concrete|实体的,实在的：matter,事实性的,明确的：in fact
2795|condemn|谴责(...为不道德的、邪恶的)：declare to be reprehensible, wrong, or evil
2796|conditional|有条件的,受制约的：dependent
2797|conflagration|大火：large destructive fire,武装冲突：armed violent struggle
2798|conflate|混合：turn into a single mass
2799|conform|使协调：bring into harmony,调整(以适应)：change to make it suitable,遵照,遵从：obedient, compliant
2800|conjure|请求,恳求：entreat earnestly,在脑海中浮现,想起：form a mental picture
2801|consent|同意：approval 
2802|consign|转交,转移(给他人)：control of another
